candidate_id,req_id,department,level,source,applied_date,final_stage,outcome,hired,days_in_process
CAN06531,REQ0079,Operations,Non-Executive,bdjobs.com,2022-04-13,CV Screening,Rejected - CV Screen,0,3
CAN06532,REQ0079,Operations,Non-Executive,Walk-in,2022-04-08,Hired,Hired,1,58
CAN06533,REQ0079,Operations,Non-Executive,bdjobs.com,2022-04-22,CV Screening,Rejected - CV Screen,0,7
CAN06534,REQ0079,Operations,Non-Executive,bdjobs.com,2022-04-16,CV Screening,Rejected - CV Screen,0,3
CAN06535,REQ0079,Operations,Non-Executive,LinkedIn,2022-04-16,CV Screening,Rejected - CV Screen,0,8
CAN06536,REQ0079,Operations,Non-Executive,Walk-in,2022-04-12,Offer & Approval,Offer Declined,0,51
CAN06537,REQ0079,Operations,Non-Executive,Internal Referral,2022-04-17,CV Screening,Rejected - CV Screen,0,10
CAN06538,REQ0079,Operations,Non-Executive,bdjobs.com,2022-04-16,CV Screening,Rejected - CV Screen,0,5
CAN06539,REQ0079,Operations,Non-Executive,LinkedIn,2022-04-09,CV Screening,Rejected - CV Screen,0,10
CAN06540,REQ0079,Operations,Non-Executive,Internal Referral,2022-04-12,CV Screening,Rejected - CV Screen,0,9
CAN06541,REQ0079,Operations,Non-Executive,Headhunting Firm,2022-04-13,CV Screening,Rejected - CV Screen,0,5
CAN06542,REQ0079,Operations,Non-Executive,Headhunting Firm,2022-04-14,CV Screening,Rejected - CV Screen,0,9
CAN06543,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-19,CV Screening,Rejected - CV Screen,0,5
CAN06544,REQ0080,Agent Banking,Executive,Headhunting Firm,2023-08-10,CV Screening,Rejected - CV Screen,0,4
CAN06545,REQ0080,Agent Banking,Executive,bdjobs.com,2023-07-30,Written Test,Rejected - Written Test,0,22
CAN06546,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-05,CV Screening,Rejected - CV Screen,0,3
CAN06547,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-09,CV Screening,Rejected - CV Screen,0,10
CAN06548,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-06,CV Screening,Rejected - CV Screen,0,9
CAN06549,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-19,Interview,Withdrew,0,37
CAN06550,REQ0080,Agent Banking,Executive,Headhunting Firm,2023-07-30,CV Screening,Rejected - CV Screen,0,4
CAN06551,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-02,Written Test,Rejected - Written Test,0,8
CAN06552,REQ0080,Agent Banking,Executive,Walk-in,2023-08-07,CV Screening,Rejected - CV Screen,0,7
CAN06553,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-18,Interview,Rejected - Interview,0,34
CAN06554,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-16,CV Screening,Rejected - CV Screen,0,4
CAN06555,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-09,Written Test,Rejected - Written Test,0,11
CAN06556,REQ0080,Agent Banking,Executive,Headhunting Firm,2023-08-05,CV Screening,Rejected - CV Screen,0,9
CAN06557,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-01,CV Screening,Rejected - CV Screen,0,6
CAN06558,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-04,CV Screening,Rejected - CV Screen,0,8
CAN06559,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-04,CV Screening,Rejected - CV Screen,0,4
CAN06560,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-10,CV Screening,Rejected - CV Screen,0,5
CAN06561,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-05,CV Screening,Rejected - CV Screen,0,3
CAN06562,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-18,Interview,Rejected - Interview,0,35
CAN06563,REQ0080,Agent Banking,Executive,Headhunting Firm,2023-08-10,CV Screening,Rejected - CV Screen,0,8
CAN06564,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-04,CV Screening,Rejected - CV Screen,0,6
CAN06565,REQ0080,Agent Banking,Executive,Walk-in,2023-08-04,CV Screening,Rejected - CV Screen,0,6
CAN06566,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-16,CV Screening,Rejected - CV Screen,0,5
CAN06567,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-09,CV Screening,Rejected - CV Screen,0,5
CAN06568,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-06,CV Screening,Rejected - CV Screen,0,8
CAN06569,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-07,CV Screening,Rejected - CV Screen,0,4
CAN06570,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-13,CV Screening,Rejected - CV Screen,0,6
CAN06571,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-09,CV Screening,Rejected - CV Screen,0,10
CAN06572,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-06,CV Screening,Rejected - CV Screen,0,10
CAN06573,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-10,CV Screening,Rejected - CV Screen,0,4
CAN06574,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-09,CV Screening,Rejected - CV Screen,0,10
CAN06575,REQ0080,Agent Banking,Executive,Walk-in,2023-08-11,CV Screening,Rejected - CV Screen,0,3
CAN06576,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-14,CV Screening,Rejected - CV Screen,0,6
CAN06577,REQ0080,Agent Banking,Executive,Walk-in,2023-08-09,CV Screening,Rejected - CV Screen,0,5
CAN06578,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-17,CV Screening,Rejected - CV Screen,0,6
CAN06579,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-09,CV Screening,Rejected - CV Screen,0,10
CAN06580,REQ0080,Agent Banking,Executive,Walk-in,2023-08-13,CV Screening,Rejected - CV Screen,0,8
CAN06581,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-13,CV Screening,Rejected - CV Screen,0,7
CAN06582,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-18,Written Test,Rejected - Written Test,0,13
CAN06583,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-01,CV Screening,Rejected - CV Screen,0,10
CAN06584,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-05,CV Screening,Rejected - CV Screen,0,9
CAN06585,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-19,CV Screening,Rejected - CV Screen,0,9
CAN06586,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-15,CV Screening,Rejected - CV Screen,0,7
CAN06587,REQ0080,Agent Banking,Executive,Headhunting Firm,2023-08-04,Written Test,Rejected - Written Test,0,15
CAN06588,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-18,CV Screening,Rejected - CV Screen,0,10
CAN06589,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-09,Written Test,Rejected - Written Test,0,11
CAN06590,REQ0080,Agent Banking,Executive,Walk-in,2023-08-13,CV Screening,Rejected - CV Screen,0,5
CAN06591,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-03,CV Screening,Rejected - CV Screen,0,4
CAN06592,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-13,CV Screening,Rejected - CV Screen,0,4
CAN06593,REQ0080,Agent Banking,Executive,Internal Referral,2023-08-19,Hired,Hired,1,72
CAN06594,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-14,CV Screening,Rejected - CV Screen,0,9
CAN06595,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-15,CV Screening,Rejected - CV Screen,0,10
CAN06596,REQ0080,Agent Banking,Executive,LinkedIn,2023-08-15,CV Screening,Rejected - CV Screen,0,7
CAN06597,REQ0080,Agent Banking,Executive,Walk-in,2023-08-16,CV Screening,Rejected - CV Screen,0,6
CAN06598,REQ0080,Agent Banking,Executive,bdjobs.com,2023-08-07,CV Screening,Rejected - CV Screen,0,3
CAN06599,REQ0081,Technology,Executive,Headhunting Firm,2023-03-03,CV Screening,Rejected - CV Screen,0,8
CAN06600,REQ0081,Technology,Executive,LinkedIn,2023-03-06,Interview,Rejected - Interview,0,36
CAN06601,REQ0081,Technology,Executive,bdjobs.com,2023-03-07,CV Screening,Rejected - CV Screen,0,7
CAN06602,REQ0081,Technology,Executive,Headhunting Firm,2023-03-12,CV Screening,Rejected - CV Screen,0,7
CAN06603,REQ0081,Technology,Executive,bdjobs.com,2023-03-08,CV Screening,Rejected - CV Screen,0,3
CAN06604,REQ0081,Technology,Executive,Internal Referral,2023-03-12,CV Screening,Rejected - CV Screen,0,4
CAN06605,REQ0081,Technology,Executive,Internal Referral,2023-03-18,Written Test,Rejected - Written Test,0,17
CAN06606,REQ0081,Technology,Executive,bdjobs.com,2023-03-13,Written Test,Rejected - Written Test,0,20
CAN06607,REQ0081,Technology,Executive,LinkedIn,2023-03-02,CV Screening,Rejected - CV Screen,0,9
CAN06608,REQ0081,Technology,Executive,bdjobs.com,2023-03-02,CV Screening,Rejected - CV Screen,0,9
CAN06609,REQ0081,Technology,Executive,LinkedIn,2023-03-14,CV Screening,Rejected - CV Screen,0,4
CAN06610,REQ0081,Technology,Executive,bdjobs.com,2023-03-20,CV Screening,Rejected - CV Screen,0,8
CAN06611,REQ0081,Technology,Executive,Headhunting Firm,2023-03-17,CV Screening,Rejected - CV Screen,0,5
CAN06612,REQ0081,Technology,Executive,LinkedIn,2023-03-18,CV Screening,Rejected - CV Screen,0,4
CAN06613,REQ0081,Technology,Executive,LinkedIn,2023-03-17,CV Screening,Rejected - CV Screen,0,6
CAN06614,REQ0081,Technology,Executive,LinkedIn,2023-03-11,CV Screening,Rejected - CV Screen,0,7
CAN06615,REQ0081,Technology,Executive,bdjobs.com,2023-03-17,CV Screening,Rejected - CV Screen,0,4
CAN06616,REQ0081,Technology,Executive,Headhunting Firm,2023-03-12,Hired,Hired,1,73
CAN06617,REQ0081,Technology,Executive,bdjobs.com,2023-03-13,Hired,Hired,1,58
CAN06618,REQ0081,Technology,Executive,Internal Referral,2023-03-13,CV Screening,Rejected - CV Screen,0,3
CAN06619,REQ0081,Technology,Executive,Headhunting Firm,2023-03-06,CV Screening,Rejected - CV Screen,0,8
CAN06620,REQ0081,Technology,Executive,LinkedIn,2023-03-16,Interview,Rejected - Interview,0,28
CAN06621,REQ0081,Technology,Executive,LinkedIn,2023-03-08,CV Screening,Rejected - CV Screen,0,3
CAN06622,REQ0081,Technology,Executive,Internal Referral,2023-03-03,CV Screening,Rejected - CV Screen,0,4
CAN06623,REQ0081,Technology,Executive,bdjobs.com,2023-03-06,CV Screening,Rejected - CV Screen,0,6
CAN06624,REQ0081,Technology,Executive,Internal Referral,2023-03-03,CV Screening,Rejected - CV Screen,0,10
CAN06625,REQ0081,Technology,Executive,LinkedIn,2023-03-09,CV Screening,Rejected - CV Screen,0,5
CAN06626,REQ0081,Technology,Executive,bdjobs.com,2023-03-07,CV Screening,Rejected - CV Screen,0,10
CAN06627,REQ0082,HR,Non-Executive,Walk-in,2022-09-07,Reference Check,Rejected - Reference,0,47
CAN06628,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-30,Written Test,Rejected - Written Test,0,9
CAN06629,REQ0082,HR,Non-Executive,LinkedIn,2022-08-28,CV Screening,Rejected - CV Screen,0,4
CAN06630,REQ0082,HR,Non-Executive,Internal Referral,2022-08-28,CV Screening,Rejected - CV Screen,0,9
CAN06631,REQ0082,HR,Non-Executive,Internal Referral,2022-09-06,CV Screening,Rejected - CV Screen,0,9
CAN06632,REQ0082,HR,Non-Executive,Walk-in,2022-09-10,CV Screening,Rejected - CV Screen,0,3
CAN06633,REQ0082,HR,Non-Executive,LinkedIn,2022-08-21,CV Screening,Rejected - CV Screen,0,6
CAN06634,REQ0082,HR,Non-Executive,LinkedIn,2022-09-03,CV Screening,Rejected - CV Screen,0,7
CAN06635,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,4
CAN06636,REQ0082,HR,Non-Executive,LinkedIn,2022-09-08,CV Screening,Rejected - CV Screen,0,3
CAN06637,REQ0082,HR,Non-Executive,Headhunting Firm,2022-08-29,CV Screening,Rejected - CV Screen,0,9
CAN06638,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,9
CAN06639,REQ0082,HR,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,7
CAN06640,REQ0082,HR,Non-Executive,Headhunting Firm,2022-08-30,CV Screening,Rejected - CV Screen,0,9
CAN06641,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-08,Written Test,Rejected - Written Test,0,12
CAN06642,REQ0082,HR,Non-Executive,Internal Referral,2022-08-28,Interview,Rejected - Interview,0,28
CAN06643,REQ0082,HR,Non-Executive,Internal Referral,2022-09-03,Interview,Rejected - Interview,0,26
CAN06644,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-03,CV Screening,Rejected - CV Screen,0,6
CAN06645,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-30,CV Screening,Rejected - CV Screen,0,3
CAN06646,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,4
CAN06647,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-31,CV Screening,Rejected - CV Screen,0,3
CAN06648,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-09,Written Test,Rejected - Written Test,0,10
CAN06649,REQ0082,HR,Non-Executive,Internal Referral,2022-09-02,Written Test,Rejected - Written Test,0,16
CAN06650,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-07,Interview,Rejected - Interview,0,22
CAN06651,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-29,Written Test,Rejected - Written Test,0,16
CAN06652,REQ0082,HR,Non-Executive,Internal Referral,2022-09-01,CV Screening,Rejected - CV Screen,0,4
CAN06653,REQ0082,HR,Non-Executive,Internal Referral,2022-08-24,CV Screening,Rejected - CV Screen,0,5
CAN06654,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,5
CAN06655,REQ0082,HR,Non-Executive,Walk-in,2022-08-31,Hired,Hired,1,69
CAN06656,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,4
CAN06657,REQ0082,HR,Non-Executive,LinkedIn,2022-08-22,CV Screening,Rejected - CV Screen,0,9
CAN06658,REQ0082,HR,Non-Executive,Walk-in,2022-08-21,CV Screening,Rejected - CV Screen,0,8
CAN06659,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-05,CV Screening,Rejected - CV Screen,0,5
CAN06660,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-04,Written Test,Rejected - Written Test,0,22
CAN06661,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-07,CV Screening,Rejected - CV Screen,0,10
CAN06662,REQ0082,HR,Non-Executive,LinkedIn,2022-09-02,Written Test,Rejected - Written Test,0,15
CAN06663,REQ0082,HR,Non-Executive,LinkedIn,2022-09-06,CV Screening,Rejected - CV Screen,0,9
CAN06664,REQ0082,HR,Non-Executive,LinkedIn,2022-08-23,CV Screening,Rejected - CV Screen,0,7
CAN06665,REQ0082,HR,Non-Executive,Internal Referral,2022-08-24,CV Screening,Rejected - CV Screen,0,3
CAN06666,REQ0082,HR,Non-Executive,Internal Referral,2022-09-07,CV Screening,Rejected - CV Screen,0,4
CAN06667,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,3
CAN06668,REQ0082,HR,Non-Executive,Walk-in,2022-09-01,CV Screening,Rejected - CV Screen,0,5
CAN06669,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-27,Written Test,Rejected - Written Test,0,13
CAN06670,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-28,CV Screening,Rejected - CV Screen,0,5
CAN06671,REQ0082,HR,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,4
CAN06672,REQ0082,HR,Non-Executive,Internal Referral,2022-08-24,Reference Check,Rejected - Reference,0,24
CAN06673,REQ0082,HR,Non-Executive,Internal Referral,2022-08-28,CV Screening,Rejected - CV Screen,0,6
CAN06674,REQ0082,HR,Non-Executive,Internal Referral,2022-08-21,CV Screening,Rejected - CV Screen,0,5
CAN06675,REQ0082,HR,Non-Executive,Headhunting Firm,2022-08-24,CV Screening,Rejected - CV Screen,0,3
CAN06676,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-01,Hired,Hired,1,61
CAN06677,REQ0082,HR,Non-Executive,Headhunting Firm,2022-09-10,CV Screening,Rejected - CV Screen,0,10
CAN06678,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-26,CV Screening,Rejected - CV Screen,0,6
CAN06679,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-26,Interview,Withdrew,0,31
CAN06680,REQ0082,HR,Non-Executive,Headhunting Firm,2022-09-10,Written Test,Rejected - Written Test,0,15
CAN06681,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,4
CAN06682,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-28,CV Screening,Rejected - CV Screen,0,6
CAN06683,REQ0082,HR,Non-Executive,Walk-in,2022-08-21,CV Screening,Rejected - CV Screen,0,3
CAN06684,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-05,Hired,Hired,1,62
CAN06685,REQ0082,HR,Non-Executive,Internal Referral,2022-08-28,CV Screening,Rejected - CV Screen,0,6
CAN06686,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-02,CV Screening,Rejected - CV Screen,0,10
CAN06687,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-23,CV Screening,Rejected - CV Screen,0,7
CAN06688,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-03,Written Test,Rejected - Written Test,0,13
CAN06689,REQ0082,HR,Non-Executive,LinkedIn,2022-09-09,CV Screening,Rejected - CV Screen,0,4
CAN06690,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,6
CAN06691,REQ0082,HR,Non-Executive,Internal Referral,2022-08-28,CV Screening,Rejected - CV Screen,0,10
CAN06692,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,4
CAN06693,REQ0082,HR,Non-Executive,LinkedIn,2022-09-02,CV Screening,Rejected - CV Screen,0,7
CAN06694,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,10
CAN06695,REQ0082,HR,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,6
CAN06696,REQ0082,HR,Non-Executive,Headhunting Firm,2022-09-01,CV Screening,Rejected - CV Screen,0,8
CAN06697,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,4
CAN06698,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-10,Hired,Hired,1,63
CAN06699,REQ0082,HR,Non-Executive,LinkedIn,2022-09-01,CV Screening,Rejected - CV Screen,0,6
CAN06700,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-10,CV Screening,Rejected - CV Screen,0,7
CAN06701,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-31,CV Screening,Rejected - CV Screen,0,4
CAN06702,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-06,Hired,Hired,1,77
CAN06703,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-28,Offer & Approval,Offer Declined,0,46
CAN06704,REQ0082,HR,Non-Executive,Internal Referral,2022-08-29,CV Screening,Rejected - CV Screen,0,3
CAN06705,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,4
CAN06706,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,3
CAN06707,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-10,CV Screening,Rejected - CV Screen,0,3
CAN06708,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-30,CV Screening,Rejected - CV Screen,0,7
CAN06709,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-23,Interview,Rejected - Interview,0,33
CAN06710,REQ0082,HR,Non-Executive,LinkedIn,2022-08-23,CV Screening,Rejected - CV Screen,0,10
CAN06711,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,8
CAN06712,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,9
CAN06713,REQ0082,HR,Non-Executive,LinkedIn,2022-09-04,CV Screening,Rejected - CV Screen,0,10
CAN06714,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,9
CAN06715,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-31,CV Screening,Rejected - CV Screen,0,3
CAN06716,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-25,CV Screening,Rejected - CV Screen,0,10
CAN06717,REQ0082,HR,Non-Executive,Internal Referral,2022-08-23,Written Test,Rejected - Written Test,0,17
CAN06718,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-08,CV Screening,Rejected - CV Screen,0,8
CAN06719,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-27,CV Screening,Rejected - CV Screen,0,6
CAN06720,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-09,CV Screening,Rejected - CV Screen,0,8
CAN06721,REQ0082,HR,Non-Executive,LinkedIn,2022-09-03,Hired,Hired,1,76
CAN06722,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-03,CV Screening,Rejected - CV Screen,0,3
CAN06723,REQ0082,HR,Non-Executive,LinkedIn,2022-09-07,CV Screening,Rejected - CV Screen,0,4
CAN06724,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-06,Written Test,Rejected - Written Test,0,16
CAN06725,REQ0082,HR,Non-Executive,LinkedIn,2022-08-30,CV Screening,Rejected - CV Screen,0,3
CAN06726,REQ0082,HR,Non-Executive,LinkedIn,2022-09-03,CV Screening,Rejected - CV Screen,0,4
CAN06727,REQ0082,HR,Non-Executive,Internal Referral,2022-09-03,CV Screening,Rejected - CV Screen,0,9
CAN06728,REQ0082,HR,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,5
CAN06729,REQ0082,HR,Non-Executive,LinkedIn,2022-08-25,Interview,Rejected - Interview,0,33
CAN06730,REQ0082,HR,Non-Executive,LinkedIn,2022-08-21,Hired,Hired,1,58
CAN06731,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-09,Written Test,Rejected - Written Test,0,17
CAN06732,REQ0082,HR,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,8
CAN06733,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-24,CV Screening,Rejected - CV Screen,0,8
CAN06734,REQ0083,Customer Service,Non-Executive,Headhunting Firm,2022-08-12,CV Screening,Rejected - CV Screen,0,3
CAN06735,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-17,CV Screening,Rejected - CV Screen,0,10
CAN06736,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-24,Written Test,Rejected - Written Test,0,12
CAN06737,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-21,CV Screening,Rejected - CV Screen,0,10
CAN06738,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-14,CV Screening,Rejected - CV Screen,0,9
CAN06739,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-21,CV Screening,Rejected - CV Screen,0,10
CAN06740,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-22,Interview,Withdrew,0,36
CAN06741,REQ0083,Customer Service,Non-Executive,Headhunting Firm,2022-08-27,CV Screening,Rejected - CV Screen,0,8
CAN06742,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,9
CAN06743,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-20,CV Screening,Rejected - CV Screen,0,4
CAN06744,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-23,CV Screening,Rejected - CV Screen,0,10
CAN06745,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-22,CV Screening,Rejected - CV Screen,0,4
CAN06746,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-21,CV Screening,Rejected - CV Screen,0,10
CAN06747,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-30,Written Test,Rejected - Written Test,0,19
CAN06748,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-25,CV Screening,Rejected - CV Screen,0,6
CAN06749,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-09-01,CV Screening,Rejected - CV Screen,0,7
CAN06750,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-12,CV Screening,Rejected - CV Screen,0,9
CAN06751,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-29,CV Screening,Rejected - CV Screen,0,6
CAN06752,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-26,Interview,Rejected - Interview,0,40
CAN06753,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-27,CV Screening,Rejected - CV Screen,0,8
CAN06754,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-19,Written Test,Rejected - Written Test,0,18
CAN06755,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-18,CV Screening,Rejected - CV Screen,0,5
CAN06756,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-09-01,CV Screening,Rejected - CV Screen,0,7
CAN06757,REQ0083,Customer Service,Non-Executive,Walk-in,2022-08-22,Written Test,Rejected - Written Test,0,22
CAN06758,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-22,CV Screening,Rejected - CV Screen,0,5
CAN06759,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-12,CV Screening,Rejected - CV Screen,0,3
CAN06760,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-18,CV Screening,Rejected - CV Screen,0,3
CAN06761,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-18,CV Screening,Rejected - CV Screen,0,4
CAN06762,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-17,Written Test,Rejected - Written Test,0,19
CAN06763,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-19,CV Screening,Rejected - CV Screen,0,8
CAN06764,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-23,CV Screening,Rejected - CV Screen,0,5
CAN06765,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-28,CV Screening,Rejected - CV Screen,0,10
CAN06766,REQ0083,Customer Service,Non-Executive,Headhunting Firm,2022-08-30,Written Test,Rejected - Written Test,0,12
CAN06767,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-21,CV Screening,Rejected - CV Screen,0,4
CAN06768,REQ0083,Customer Service,Non-Executive,Headhunting Firm,2022-08-17,CV Screening,Rejected - CV Screen,0,9
CAN06769,REQ0083,Customer Service,Non-Executive,Walk-in,2022-08-20,Interview,Rejected - Interview,0,28
CAN06770,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-25,Reference Check,Rejected - Reference,0,29
CAN06771,REQ0083,Customer Service,Non-Executive,Internal Referral,2022-08-23,CV Screening,Rejected - CV Screen,0,8
CAN06772,REQ0083,Customer Service,Non-Executive,LinkedIn,2022-08-30,CV Screening,Rejected - CV Screen,0,3
CAN06773,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-31,CV Screening,Rejected - CV Screen,0,3
CAN06774,REQ0083,Customer Service,Non-Executive,bdjobs.com,2022-08-21,CV Screening,Rejected - CV Screen,0,6
